#time,accel_x,accel_y,accel_z
291.245733,6809.894666,1036.288319,-73851.606007
291.248317,5773.606348,2960.823768,-73238.729609
291.250901,2516.700203,2812.782580,-72932.291410
291.253485,1480.411884,-592.164754,-72319.415011
291.256068,5625.565159,148.041188,-72012.976812
291.258652,6069.688724,5033.400406,-72932.291410
291.261236,296.082377,-9178.553681,-73085.510509
291.263820,740.205942,-4441.235652,-73238.729609
291.266404,148.041188,-888.247130,-71859.757712
291.268988,-3701.029710,-11695.253884,-72166.195912
291.271572,296.082377,2516.700203,-73085.510509
291.274156,-3849.070898,1628.453072,-73698.386908
291.276739,-444.123565,-3701.029710,-73698.386908
291.279323,3404.947333,-1480.411884,-73238.729609
291.281907,740.205942,-5181.441594,-73238.729609
291.284491,1332.370696,-2664.741391,-71706.538613
291.287074,1036.288319,-2220.617826,-70634.004916
291.289658,-2812.782580,-3849.070898,-72472.634111
291.292241,148.041188,-2072.576638,-74464.482406
291.294824,592.164754,-5477.523971,-74158.044206
291.297407,444.123565,-9326.594869,-74464.482406
291.299991,4885.359217,1036.288319,-72932.291410
291.302574,6661.853478,-5477.523971,-72166.195912
291.305157,4293.194464,-4589.276840,-73238.729609
291.307740,-888.247130,-2368.659014,-72166.195912
291.310324,-3552.988522,-7994.224174,-71400.100414
291.312907,-740.205942,296.082377,-72319.415011
291.315490,-2812.782580,-7105.977043,-72472.634111
291.318073,-444.123565,-3108.864956,-74617.701505
291.320657,1036.288319,-444.123565,-74770.920605
291.323240,148.041188,-3404.947333,-73545.167808
291.325823,1332.370696,-444.123565,-72932.291410
291.328406,0.000000,-3997.112087,-72012.976812
291.330990,-2960.823768,-6809.894666,-72012.976812
291.333573,-444.123565,-4885.359217,-72319.415011
291.336156,-1036.288319,-1628.453072,-72932.291410
291.338740,2516.700203,-4145.153275,-73391.948708
291.341323,2516.700203,3256.906145,-73851.606007
291.343906,3552.988522,3256.906145,-72625.853210
291.346489,6365.771101,1628.453072,-72625.853210
291.349073,6365.771101,444.123565,-71706.538613
291.351656,8586.388927,5033.400406,-72472.634111
291.354239,10362.883188,4293.194464,-72625.853210
291.356822,-740.205942,-5625.565159,-72625.853210
291.359406,8734.430116,6957.935855,-72472.634111
